vase_color,random_task_rt,rel,flower_color,random_task_success,language,confidance_answer,sub,prolific_id,confidance_rt,surprised_irrelevant_rt,date_timestamp,surprised_irrelevant_success,date,relevant_rt,relevant_success,exp_phase
purple,,flower,lightblue,,English,,53408,5d5eee04624d49001a141c8b,,,2025-05-05_06h02.51.154,,2025-05-05,1.764599999999632,1,train
deepblue,,flower,green,,English,,53408,5d5eee04624d49001a141c8b,,,2025-05-05_06h02.51.154,,2025-05-05,1.0832999999988857,1,train
deepblue,,flower,green,,English,,53408,5d5eee04624d49001a141c8b,,,2025-05-05_06h02.51.154,,2025-05-05,0.7161000000014894,1,train
deepblue,,flower,yellow,,English,,53408,5d5eee04624d49001a141c8b,,,2025-05-05_06h02.51.154,,2025-05-05,0.46619999999925454,1,train
green,,flower,lightblue,,English,Memory,53408,5d5eee04624d49001a141c8b,9.432200000001124,,2025-05-05_06h02.51.154,,2025-05-05,0.7139999999999986,1,trial
orange,,flower,green,,English,,53408,5d5eee04624d49001a141c8b,,,2025-05-05_06h02.51.154,,2025-05-05,0.8999999999999915,1,trial
green,,flower,yellow,,English,,53408,5d5eee04624d49001a141c8b,,,2025-05-05_06h02.51.154,,2025-05-05,0.5165999999996274,1,trial
deepblue,,flower,green,,English,,53408,5d5eee04624d49001a141c8b,,,2025-05-05_06h02.51.154,,2025-05-05,0.5993000000007527,1,trial
orange,,flower,green,,English,Memory,53408,5d5eee04624d49001a141c8b,2.4830999999996237,,2025-05-05_06h02.51.154,,2025-05-05,0.44919999999925153,1,trial
purple,,flower,lightblue,,English,,53408,5d5eee04624d49001a141c8b,,,2025-05-05_06h02.51.154,,2025-05-05,0.6662999999988841,1,trial
deepblue,,flower,red,,English,,53408,5d5eee04624d49001a141c8b,,,2025-05-05_06h02.51.154,,2025-05-05,0.4833000000007388,1,trial
purple,,flower,red,,English,Memory,53408,5d5eee04624d49001a141c8b,2.0334999999999894,,2025-05-05_06h02.51.154,,2025-05-05,0.5662000000011176,1,trial
deepblue,,flower,yellow,,English,,53408,5d5eee04624d49001a141c8b,,,2025-05-05_06h02.51.154,,2025-05-05,0.43309999999962656,1,trial
deepblue,,flower,green,,English,,53408,5d5eee04624d49001a141c8b,,,2025-05-05_06h02.51.154,,2025-05-05,0.6500000000000057,1,trial
orange,,flower,lightblue,,English,,53408,5d5eee04624d49001a141c8b,,,2025-05-05_06h02.51.154,,2025-05-05,0.4997000000011269,1,trial
purple,,flower,lightblue,,English,,53408,5d5eee04624d49001a141c8b,,,2025-05-05_06h02.51.154,,2025-05-05,0.4496999999992539,1,trial
deepblue,,flower,yellow,,English,,53408,5d5eee04624d49001a141c8b,,,2025-05-05_06h02.51.154,,2025-05-05,0.7325000000000017,1,trial
purple,,flower,green,,English,Memory,53408,5d5eee04624d49001a141c8b,1.1163999999985066,,2025-05-05_06h02.51.154,,2025-05-05,0.5497999999988821,1,trial
green,,flower,yellow,,English,,53408,5d5eee04624d49001a141c8b,,,2025-05-05_06h02.51.154,,2025-05-05,0.6327999999988805,1,trial
orange,,flower,yellow,,English,,53408,5d5eee04624d49001a141c8b,,,2025-05-05_06h02.51.154,,2025-05-05,0.48280000000075063,1,trial
green,,flower,lightblue,,English,,53408,5d5eee04624d49001a141c8b,,,2025-05-05_06h02.51.154,,2025-05-05,0.5498999999985159,1,trial
purple,,flower,green,,English,,53408,5d5eee04624d49001a141c8b,,,2025-05-05_06h02.51.154,,2025-05-05,0.9497000000011155,1,trial
orange,,flower,lightblue,,English,,53408,5d5eee04624d49001a141c8b,,,2025-05-05_06h02.51.154,,2025-05-05,0.5499999999999972,1,trial
purple,,flower,red,,English,,53408,5d5eee04624d49001a141c8b,,,2025-05-05_06h02.51.154,,2025-05-05,0.4997999999988849,1,trial
