conf_mouse.y,vase_color,end_thanks.started,relevent,surprise_irrelavent_mouse.leftButton,mouse_random.time,mouse_random.midButton,confidence_question.stopped,__participant,response_box_trial.stopped,responce_box_train.started,trial_mouse.time,trial_mouse.leftButton,mouse_random.clicked_name,relevant_object,train.started,surprise_loop.ran,surprise_relavent_mouse.clicked_name,response_box_trial.started,surprise_irrelavent_mouse.rightButton,flower_color,trial_mouse.corr,mouse_random.corr,done_read_finish_train.keys,surprise_irrelavent_mouse.y,surprise_irrelavent_mouse.x,language,conf_mouse.midButton,conf_mouse_irrellevant.y,surprise.stopped,response_box_relavent_surprise.stopped,conf_mouse.clicked_name,instructions.started,__session,responce_box_train.stopped,trials.thisIndex,done_read_finish_train.duration,conf_mouse_irrellevant.leftButton,trial_mouse.y,instructions.stopped,surprise_loop.thisIndex,surprise_relavent_mouse.corr,frameRate,conf_mouse_irrellevant.clicked_name,trials.thisTrialN,mouse_random.y,surprise_irrelavent_mouse.clicked_name,surprise_relavent_mouse.rightButton,training.thisN,trial_mouse.rightButton,confidence_question.started,conf_mouse_irrellevant.x,training.thisTrialN,training.ran,surprise_relavent_mouse.time,trial_mouse.midButton,mouse_random.rightButton,trials.ran,conf_mouse_irrellevant.midButton,__datetime,train_mouse.midButton,done_read_finish_train.rt,random_task.started,conf_mouse.leftButton,surprise_loop.thisN,finish_train.stopped,participant,mouse_random.x,train_mouse.time,conf_mouse.x,random_task.stopped,surprise_loop.thisRepN,surprise.started,trials.thisN,pot_duration,confidence_in_irrelavent.stopped,trials.thisRepN,prolific_id,training.thisIndex,wrong_answer_train.started,trial_mouse.x,surprise_loop.thisTrialN,training.thisRepN,psychopyVersion,train_mouse.corr,OS,train_mouse.leftButton,expName,surprise_irrelavent_mouse.midButton,pot_image_file,finish_train.started,conf_mouse_irrellevant.time,surprise_relavent_mouse.x,conf_mouse.rightButton,trial.started,conf_mouse.time,ori,surprise_irrelavent_mouse.time,trial.stopped,response_box_relavent_surprise.started,surprise_relavent_mouse.y,response_box_surprise.stopped,train_mouse.rightButton,surprise_relavent_mouse.midButton,irrelevent_surprise,confidence_in_irrelavent.started,date,train_mouse.clicked_name,response_box_surprise.started,surprise_relavent,trial_mouse.clicked_name,__experimentName,conf_mouse_irrellevant.rightButton,relevent_train,train_mouse.x,surprise_irrelavent_mouse.corr,end_thanks.stopped,train_mouse.y,surprise_relavent_mouse.leftButton,mouse_random.leftButton,train.stopped,wrong_answer_train.stopped
﻿,purple,,poly_2,,,,,970997,,15.3412,,,,vase,13.3461,,,,,lightblue,,,,,,English,,,,,,,SESSION,16.1924,,,,,,,,61.34969325,,,,,,3,,,,3,1,,,,,,2025-05-05_10h50.01.452,[0],,,,,,970997,,[0.8508000000119296],,,,,,1,,,5f69a3c91c1e25193e3f9c7b,2,16.1927,,,0,2024.2.4,[1],Win32,[1],test3103025,,resources/pots/lightblue_purple.jpg,,,,,,,135,,,,,,[0],,poly_2_surprise,,2025-05-05_10h52.42.149,"[""poly_2_train"",""poly_2_train""]",,poly_2_surprise_relavent,,rotating_iia,,poly_2_train,[107.5185546875],,,[-107.40744018554688],,,15.3405,16.1927
﻿,purple,,poly_2,,,,,970997,,16.1932,,,,vase,16.1932,,,,,green,,,,,,English,,,,,,,SESSION,16.1933,,,,,,,,61.34969325,,,,,,4,,,,4,1,,,,,,2025-05-05_10h50.01.452,[],,,,,,970997,,[],,,,,,1,,,5f69a3c91c1e25193e3f9c7b,7,16.1933,,,0,2024.2.4,[],Win32,[],test3103025,,resources/pots/green_purple.jpg,,,,,,,315,,,,,,[],,poly_2_surprise,,2025-05-05_10h52.42.149,[],,poly_3_surprise_relavent,,rotating_iia,,poly_2_train,[],,,[],,,16.1932,16.1934
﻿,purple,,poly_2,,,,,970997,,16.1937,,,,vase,16.1937,,,,,lightblue,,,,,,English,,,,,,,SESSION,16.1938,,,,,,,,61.34969325,,,,,,5,,,,5,1,,,,,,2025-05-05_10h50.01.452,[],,,,,,970997,,[],,,,,,1,,,5f69a3c91c1e25193e3f9c7b,3,16.1939,,,0,2024.2.4,[],Win32,[],test3103025,,resources/pots/lightblue_purple.jpg,,,,,,,270,,,,,,[],,poly_2_surprise,,2025-05-05_10h52.42.149,[],,poly_2_surprise_relavent,,rotating_iia,,poly_2_train,[],,,[],,,16.1937,16.194
﻿,purple,,poly_2,,,,,970997,,16.1944,,,,vase,16.1942,,,,,lightblue,,,,,,English,,,,,,,SESSION,16.1944,,,,,,,,61.34969325,,,,,,6,,,,6,1,,,,,,2025-05-05_10h50.01.452,[],,,,,,970997,,[],,,,,,1,,,5f69a3c91c1e25193e3f9c7b,4,16.1945,,,0,2024.2.4,[],Win32,[],test3103025,,resources/pots/lightblue_purple.jpg,,,,,,,45,,,,,,[],,poly_2_surprise,,2025-05-05_10h52.42.149,[],,poly_2_surprise_relavent,,rotating_iia,,poly_2_train,[],,,[],,,16.1942,16.1946
﻿,green,,poly_1,,,,,970997,,16.1953,,,,vase,16.1951,,,,,red,,,,,,English,,,,,,,SESSION,16.1953,,,,,,,,61.34969325,,,,,,7,,,,7,1,,,,,,2025-05-05_10h50.01.452,[],,,,,,970997,,[],,,,,,1,,,5f69a3c91c1e25193e3f9c7b,8,16.1954,,,0,2024.2.4,[],Win32,[],test3103025,,resources/pots/red_green.jpg,,,,,,,90,,,,,,[],,poly_1_surprise,,2025-05-05_10h52.42.149,[],,poly_0_surprise_relavent,,rotating_iia,,poly_1_train,[],,,[],,,16.1951,16.1954
﻿,orange,,poly_0,,,,,970997,,16.1967,,,,vase,16.1965,,,,,yellow,,,,,,English,,,,,,,SESSION,16.1967,,,,,,,,61.34969325,,,,,,8,,,,8,1,,,,,,2025-05-05_10h50.01.452,[],,,,,,970997,,[],,,,,,1,,,5f69a3c91c1e25193e3f9c7b,5,16.1968,,,0,2024.2.4,[],Win32,[],test3103025,,resources/pots/yellow_orange.jpg,,,,,,,180,,,,,,[],,poly_0_surprise,,2025-05-05_10h52.42.149,[],,poly_1_surprise_relavent,,rotating_iia,,poly_0_train,[],,,[],,,16.1965,16.1969
﻿,purple,,poly_2,,,,,970997,,16.1973,,,,vase,16.1971,,,,,green,,,,,,English,,,,,,,SESSION,16.1973,,,,,,,,61.34969325,,,,,,9,,,,9,1,,,,,,2025-05-05_10h50.01.452,[],,,,,,970997,,[],,,,,,1,,,5f69a3c91c1e25193e3f9c7b,6,16.1974,,,0,2024.2.4,[],Win32,[],test3103025,,resources/pots/green_purple.jpg,,,,,,,45,,,,,,[],,poly_2_surprise,,2025-05-05_10h52.42.149,[],,poly_3_surprise_relavent,,rotating_iia,,poly_2_train,[],,,[],,,16.1971,16.1974
﻿,,,,,,,,970997,,,,,,,,,,,,,,,space,,,English,,,,,,,SESSION,,,,,,,,,61.34969325,,,,,,,,,,,,,,,,,2025-05-05_10h50.01.452,,131.2111,,,,147.4403,970997,,,,,,,,,,,5f69a3c91c1e25193e3f9c7b,,,,,,2024.2.4,,Win32,,test3103025,,,16.1977,,,,,,,,,,,,,,,,2025-05-05_10h52.42.149,,,,,rotating_iia,,,,,,,,,,
﻿[-102.22225952148438],purple,,poly_2,,[],[],153.3568,970997,150.8232,,[1.3634000000059245],[1],[],vase,,,,149.4577,,lightblue,[1],[],,,,English,[0],,,,"[""Memory"",""Memory""]",,SESSION,,3,,,[-72.59262084960938],,,,61.34969325,,0,[],,,,[0],150.8235,,,,,[0],[],1,,2025-05-05_10h50.01.452,,,149.4564,[1],,,970997,[],,[-73.962890625],149.4574,,,0,1,,0,5f69a3c91c1e25193e3f9c7b,,,[103.0740966796875],,,2024.2.4,,Win32,,test3103025,,resources/pots/lightblue_purple.jpg,,,,[0],147.4539,[2.5324999999999704],180,,149.4563,,,,,,poly_2_surprise,,2025-05-05_10h52.42.149,,,poly_2_surprise_relavent,"[""poly_2"",""poly_2""]",rotating_iia,,poly_2_train,,,,,,[],,
﻿[],green,,poly_1,,[],[],156.0726,970997,156.0724,,[0.7135999999940736],[1],[],vase,,,,155.3581,,lightblue,[1],[],,,,English,[],,,,[],,SESSION,,35,,,[-59.25927734375],,,,61.34969325,,1,[],,,,[0],156.0724,,,,,[0],[],1,,2025-05-05_10h50.01.452,,,155.3571,[],,,970997,[],,[],155.3575,,,1,1,,0,5f69a3c91c1e25193e3f9c7b,,,[-83.59259033203125],,,2024.2.4,,Win32,,test3103025,,resources/pots/lightblue_green.jpg,,,,[],153.3573,[],135,,155.3569,,,,,,poly_1_surprise,,2025-05-05_10h52.42.149,,,poly_2_surprise_relavent,"[""poly_1"",""poly_1""]",rotating_iia,,poly_1_train,,,,,,[],,
﻿[],green,,poly_1,,[],[],158.856,970997,158.8555,,[0.7809000000059427],[1],[],vase,,,,158.074,,red,[1],[],,,,English,[],,,,[],,SESSION,,16,,,[-79.25927734375],,,,61.34969325,,2,[],,,,[0],158.8556,,,,,[0],[],1,,2025-05-05_10h50.01.452,,,158.073,[],,,970997,[],,[],158.0734,,,2,1,,0,5f69a3c91c1e25193e3f9c7b,,,[-96.9259033203125],,,2024.2.4,,Win32,,test3103025,,resources/pots/red_green.jpg,,,,[],156.073,[],45,,158.0729,,,,,,poly_1_surprise,,2025-05-05_10h52.42.149,,,poly_0_surprise_relavent,"[""poly_1"",""poly_1""]",rotating_iia,,poly_1_train,,,,,,[],,
﻿[],deepblue,,poly_3,,[],[],161.4557,970997,161.4554,,[0.5970999999940432],[1],[],vase,,,,160.8578,,yellow,[1],[],,,,English,[],,,,[],,SESSION,,21,,,[-96.29632568359375],,,,61.34969325,,3,[],,,,[0],161.4555,,,,,[0],[],1,,2025-05-05_10h50.01.452,,,160.8562,[],,,970997,[],,[],160.8572,,,3,1,,0,5f69a3c91c1e25193e3f9c7b,,,[299.37042236328125],,,2024.2.4,,Win32,,test3103025,,resources/pots/yellow_deepblue.jpg,,,,[],158.8568,[],270,,160.856,,,,,,poly_3_surprise,,2025-05-05_10h52.42.149,,,poly_1_surprise_relavent,"[""poly_3"",""poly_3""]",rotating_iia,,poly_3_train,,,,,,[],,
﻿[-108.888916015625],deepblue,,poly_3,,[],[],165.3213,970997,163.9265,,[0.4689999999999941],[1],[],vase,,,,163.457,,yellow,[1],[],,,,English,[0],,,,"[""Memory"",""Memory""]",,SESSION,,17,,,[-111.11114501953125],,,,61.34969325,,4,[],,,,[0],163.9265,,,,,[0],[],1,,2025-05-05_10h50.01.452,,,163.4558,[1],,,970997,[],,[-114.70367431640625],163.4565,,,4,1,,0,5f69a3c91c1e25193e3f9c7b,,,[273.44451904296875],,,2024.2.4,,Win32,,test3103025,,resources/pots/yellow_deepblue.jpg,,,,[0],161.4568,[1.394599999994],135,,163.4557,,,,,,poly_3_surprise,,2025-05-05_10h52.42.149,,,poly_1_surprise_relavent,"[""poly_3"",""poly_3""]",rotating_iia,,poly_3_train,,,,,,[],,
﻿[],orange,,poly_0,,[],[],167.8715,970997,167.8713,,[0.5497000000029857],[1],[],vase,,,,167.3211,,green,[1],[],,,,English,[],,,,[],,SESSION,,28,,,[-89.629638671875],,,,61.34969325,,5,[],,,,[0],167.8713,,,,,[0],[],1,,2025-05-05_10h50.01.452,,,167.3208,[],,,970997,[],,[],167.3209,,,5,1,,0,5f69a3c91c1e25193e3f9c7b,,,[-284.33331298828125],,,2024.2.4,,Win32,,test3103025,,resources/pots/green_orange.jpg,,,,[],165.3224,[],0,,167.3208,,,,,,poly_0_surprise,,2025-05-05_10h52.42.149,,,poly_3_surprise_relavent,"[""poly_0"",""poly_0""]",rotating_iia,,poly_0_train,,,,,,[],,
﻿[],deepblue,,poly_3,,[],[],170.3707,970997,170.3706,,[0.4992999999970493],[1],[],vase,,,,169.8709,,red,[1],[],,,,English,[],,,,[],,SESSION,,15,,,[-87.40744018554688],,,,61.34969325,,6,[],,,,[0],170.3706,,,,,[0],[],1,,2025-05-05_10h50.01.452,,,169.8707,[],,,970997,[],,[],169.8707,,,6,1,,0,5f69a3c91c1e25193e3f9c7b,,,[333.4444580078125],,,2024.2.4,,Win32,,test3103025,,resources/pots/red_deepblue.jpg,,,,[],167.8723,[],90,,169.8706,,,,,,poly_3_surprise,,2025-05-05_10h52.42.149,,,poly_0_surprise_relavent,"[""poly_3"",""poly_3""]",rotating_iia,,poly_3_train,,,,,,[],,
﻿[-86.66668701171875],green,,poly_1,,[],[],173.8868,970997,172.9588,,[0.5855999999940309],[1],[],vase,,,,172.373,,lightblue,[1],[],,,,English,[0],,,,"[""Memory"",""Memory""]",,SESSION,,41,,,[-84.4444580078125],,,,61.34969325,,7,[],,,,[0],172.9589,,,,,[0],[],1,,2025-05-05_10h50.01.452,,,172.3714,[1],,,970997,[],,[-84.33331298828125],172.3725,,,7,1,,0,5f69a3c91c1e25193e3f9c7b,,,[-52.4814453125],,,2024.2.4,,Win32,,test3103025,,resources/pots/lightblue_green.jpg,,,,[0],170.3713,[0.9277999999969779],180,,172.3713,,,,,,poly_1_surprise,,2025-05-05_10h52.42.149,,,poly_2_surprise_relavent,"[""poly_1"",""poly_1""]",rotating_iia,,poly_1_train,,,,,,[],,
﻿[],orange,,poly_0,,[],[],177.0536,970997,177.0533,,[1.165200000002983],[1],[],vase,,,,175.8876,,lightblue,[1],[],,,,English,[],,,,[],,SESSION,,29,,,[-92.59262084960938],,,,61.34969325,,8,[],,,,[0],177.0534,,,,,[0],[],1,,2025-05-05_10h50.01.452,,,175.8871,[],,,970997,[],,[],175.8874,,,8,1,,0,5f69a3c91c1e25193e3f9c7b,,,[-300.6296081542969],,,2024.2.4,,Win32,,test3103025,,resources/pots/lightblue_orange.jpg,,,,[],173.8879,[],45,,175.887,,,,,,poly_0_surprise,,2025-05-05_10h52.42.149,,,poly_2_surprise_relavent,"[""poly_0"",""poly_0""]",rotating_iia,,poly_0_train,,,,,,[],,
﻿[],purple,,poly_2,,[],[],179.6393,970997,179.6391,,[0.5839000000059968],[1],[],vase,,,,179.0547,,red,[1],[],,,,English,[],,,,[],,SESSION,,34,,,[-57.03704833984375],,,,61.34969325,,9,[],,,,[0],179.6391,,,,,[0],[],1,,2025-05-05_10h50.01.452,,,179.0535,[],,,970997,[],,[],179.0541,,,9,1,,0,5f69a3c91c1e25193e3f9c7b,,,[70.48150634765625],,,2024.2.4,,Win32,,test3103025,,resources/pots/red_purple.jpg,,,,[],177.0549,[],225,,179.0535,,,,,,poly_2_surprise,,2025-05-05_10h52.42.149,,,poly_0_surprise_relavent,"[""poly_2"",""poly_2""]",rotating_iia,,poly_2_train,,,,,,[],,
﻿[],orange,,poly_0,,[],[],182.1195,970997,182.1194,,[0.4814000000059764],[1],[],vase,,,,181.6377,,yellow,[1],[],,,,English,[],,,,[],,SESSION,,5,,,[-140.74078369140625],,,,61.34969325,,10,[],,,,[0],182.1194,,,,,[0],[],1,,2025-05-05_10h50.01.452,,,181.6366,[],,,970997,[],,[],181.6372,,,10,1,,0,5f69a3c91c1e25193e3f9c7b,,,[-330.9999694824219],,,2024.2.4,,Win32,,test3103025,,resources/pots/yellow_orange.jpg,,,,[],179.6398,[],315,,181.6365,,,,,,poly_0_surprise,,2025-05-05_10h52.42.149,,,poly_1_surprise_relavent,"[""poly_0"",""poly_0""]",rotating_iia,,poly_0_train,,,,,,[],,
﻿[],deepblue,,poly_3,,[],[],184.7407,970997,184.7406,,[0.6204999999999927],[1],[],vase,,,,184.1198,,red,[1],[],,,,English,[],,,,[],,SESSION,,31,,,[-80.74075317382812],,,,61.34969325,,11,[],,,,[0],184.7407,,,,,[0],[],1,,2025-05-05_10h50.01.452,,,184.1193,[],,,970997,[],,[],184.1195,,,11,1,,0,5f69a3c91c1e25193e3f9c7b,,,[331.2222900390625],,,2024.2.4,,Win32,,test3103025,,resources/pots/red_deepblue.jpg,,,,[],182.1206,[],0,,184.1191,,,,,,poly_3_surprise,,2025-05-05_10h52.42.149,,,poly_0_surprise_relavent,"[""poly_3"",""poly_3""]",rotating_iia,,poly_3_train,,,,,,[],,
﻿[],deepblue,,poly_3,,[],[],187.4689,970997,187.4686,,[0.7331999999880736],[1],[],vase,,,,186.7352,,green,[1],[],,,,English,[],,,,[],,SESSION,,18,,,[-85.92596435546875],,,,61.34969325,,12,[],,,,[0],187.4686,,,,,[0],[],1,,2025-05-05_10h50.01.452,,,186.735,[],,,970997,[],,[],186.7351,,,12,1,,0,5f69a3c91c1e25193e3f9c7b,,,[316.407470703125],,,2024.2.4,,Win32,,test3103025,,resources/pots/green_deepblue.jpg,,,,[],184.7413,[],0,,186.735,,,,,,poly_3_surprise,,2025-05-05_10h52.42.149,,,poly_3_surprise_relavent,"[""poly_3"",""poly_3""]",rotating_iia,,poly_3_train,,,,,,[],,
﻿[-120],purple,,poly_2,,[],[],191.0847,970997,190.1851,,[0.7144999999999868],[1],[],vase,,,,189.4699,,lightblue,[1],[],,,,English,[0],,,,"[""Memory"",""Memory""]",,SESSION,,4,,,[-92.59262084960938],,,,61.34969325,,13,[],,,,[0],190.1852,,,,,[0],[],1,,2025-05-05_10h50.01.452,,,189.4691,[1],,,970997,[],,[-93.22216796875],189.4694,,,13,1,,0,5f69a3c91c1e25193e3f9c7b,,,[100.11114501953125],,,2024.2.4,,Win32,,test3103025,,resources/pots/lightblue_purple.jpg,,,,[0],187.4695,[0.8992999999970266],0,,189.469,,,,,,poly_2_surprise,,2025-05-05_10h52.42.149,,,poly_2_surprise_relavent,"[""poly_2"",""poly_2""]",rotating_iia,,poly_2_train,,,,,,[],,
﻿[],green,,poly_1,,[],[],193.7512,970997,193.7509,,[0.6650000000000205],[1],[],vase,,,,193.0857,,red,[1],[],,,,English,[],,,,[],,SESSION,,8,,,[-107.40744018554688],,,,61.34969325,,14,[],,,,[0],193.7511,,,,,[0],[],1,,2025-05-05_10h50.01.452,,,193.0851,[],,,970997,[],,[],193.0854,,,14,1,,0,5f69a3c91c1e25193e3f9c7b,,,[-62.85174560546875],,,2024.2.4,,Win32,,test3103025,,resources/pots/red_green.jpg,,,,[],191.0858,[],135,,193.0851,,,,,,poly_1_surprise,,2025-05-05_10h52.42.149,,,poly_0_surprise_relavent,"[""poly_1"",""poly_1""]",rotating_iia,,poly_1_train,,,,,,[],,
﻿[],deepblue,,poly_3,,[],[],196.8508,970997,196.8506,,[1.0977999999969938],[1],[],vase,,,,195.7524,,yellow,[1],[],,,,English,[],,,,[],,SESSION,,19,,,[-89.629638671875],,,,61.34969325,,15,[],,,,[0],196.8506,,,,,[0],[],1,,2025-05-05_10h50.01.452,,,195.7515,[],,,970997,[],,[],195.7519,,,15,1,,0,5f69a3c91c1e25193e3f9c7b,,,[318.629638671875],,,2024.2.4,,Win32,,test3103025,,resources/pots/yellow_deepblue.jpg,,,,[],193.7521,[],135,,195.7514,,,,,,poly_3_surprise,,2025-05-05_10h52.42.149,,,poly_1_surprise_relavent,"[""poly_3"",""poly_3""]",rotating_iia,,poly_3_train,,,,,,[],,
﻿[],purple,,poly_2,,[],[],200.3504,970997,200.3503,,[1.498200000002953],[1],[],vase,,,,198.8518,,red,[1],[],,,,English,[],,,,[],,SESSION,,24,,,[-95.55557250976562],,,,61.34969325,,16,[],,,,[0],200.3503,,,,,[0],[],1,,2025-05-05_10h50.01.452,,,198.8512,[],,,970997,[],,[],198.8514,,,16,1,,0,5f69a3c91c1e25193e3f9c7b,,,[109.74078369140625],,,2024.2.4,,Win32,,test3103025,,resources/pots/red_purple.jpg,,,,[],196.8514,[],180,,198.8511,,,,,,poly_2_surprise,,2025-05-05_10h52.42.149,,,poly_0_surprise_relavent,"[""poly_2"",""poly_2""]",rotating_iia,,poly_2_train,,,,,,[],,
﻿[],orange,,poly_0,,[],[],202.9503,970997,202.95,,[0.5982000000029757],[1],[],vase,,,,202.3513,,green,[1],[],,,,English,[],,,,[],,SESSION,,26,,,[-100.74075317382812],,,,61.34969325,,17,[],,,,[0],202.9501,,,,,[0],[],1,,2025-05-05_10h50.01.452,,,202.3508,[],,,970997,[],,[],202.3509,,,17,1,,0,5f69a3c91c1e25193e3f9c7b,,,[-285.0740661621094],,,2024.2.4,,Win32,,test3103025,,resources/pots/green_orange.jpg,,,,[],200.3509,[],90,,202.3507,,,,,,poly_0_surprise,,2025-05-05_10h52.42.149,,,poly_3_surprise_relavent,"[""poly_0"",""poly_0""]",rotating_iia,,poly_0_train,,,,,,[],,
﻿[],green,,poly_1,,[],[],205.6665,970997,205.6663,,[0.7148000000119055],[1],[],vase,,,,204.9514,,lightblue,[1],[],,,,English,[],,,,[],,SESSION,,30,,,[-136.29632568359375],,,,61.34969325,,18,[],,,,[0],205.6663,,,,,[0],[],1,,2025-05-05_10h50.01.452,,,204.9507,[],,,970997,[],,[],204.9508,,,18,1,,0,5f69a3c91c1e25193e3f9c7b,,,[-82.111083984375],,,2024.2.4,,Win32,,test3103025,,resources/pots/lightblue_green.jpg,,,,[],202.9509,[],135,,204.9505,,,,,,poly_1_surprise,,2025-05-05_10h52.42.149,,,poly_2_surprise_relavent,"[""poly_1"",""poly_1""]",rotating_iia,,poly_1_train,,,,,,[],,
﻿[],purple,,poly_2,,[],[],208.2825,970997,208.2824,,[0.6148000000119396],[1],[],vase,,,,207.6673,,green,[1],[],,,,English,[],,,,[],,SESSION,,6,,,[-73.33334350585938],,,,61.34969325,,19,[],,,,[0],208.2825,,,,,[0],[],1,,2025-05-05_10h50.01.452,,,207.6668,[],,,970997,[],,[],207.667,,,19,1,,0,5f69a3c91c1e25193e3f9c7b,,,[123.0740966796875],,,2024.2.4,,Win32,,test3103025,,resources/pots/green_purple.jpg,,,,[],205.667,[],225,,207.6667,,,,,,poly_2_surprise,,2025-05-05_10h52.42.149,,,poly_3_surprise_relavent,"[""poly_2"",""poly_2""]",rotating_iia,,poly_2_train,,,,,,[],,
﻿[],green,,poly_1,,[],[],211.0159,970997,211.0158,,[0.7317000000029452],[1],[],vase,,,,210.2836,,yellow,[1],[],,,,English,[],,,,[],,SESSION,,38,,,[-99.25927734375],,,,61.34969325,,20,[],,,,[0],211.0159,,,,,[0],[],1,,2025-05-05_10h50.01.452,,,210.283,[],,,970997,[],,[],210.2832,,,20,1,,0,5f69a3c91c1e25193e3f9c7b,,,[-67.29620361328125],,,2024.2.4,,Win32,,test3103025,,resources/pots/yellow_green.jpg,,,,[],208.2831,[],0,,210.2829,,,,,,poly_1_surprise,,2025-05-05_10h52.42.149,,,poly_1_surprise_relavent,"[""poly_1"",""poly_1""]",rotating_iia,,poly_1_train,,,,,,[],,
﻿[-107.40744018554688],orange,,poly_0,,[1.2934999999999945],[0],219.698,970997,217.9649,,[2.5990000000000464],[1],"[""num_4"",""num_4""]",vase,,,,215.3657,,lightblue,[0],[1],,,,English,[0],,,,"[""Guess"",""Guess""]",,SESSION,,33,,,[-104.4444580078125],,,,61.34969325,,21,[-88.888916015625],,,,[0],217.965,,,,,[0],[0],1,,2025-05-05_10h50.01.452,,,213.0162,[1],,,970997,[127.5185546875],,[-316.1851806640625],215.3654,,,21,1,,0,5f69a3c91c1e25193e3f9c7b,,,[-123.59259033203125],,,2024.2.4,,Win32,,test3103025,,resources/pots/lightblue_orange.jpg,,,,[0],211.0169,[1.7327000000029784],315,,213.0161,,,,,,poly_0_surprise,,2025-05-05_10h52.42.149,,,poly_2_surprise_relavent,"[""poly_1"",""poly_1""]",rotating_iia,,poly_0_train,,,,,,[1],,
﻿[],purple,,poly_2,,[],[],223.1146,970997,223.1145,,[1.4153000000119391],[1],[],vase,,,,221.699,,lightblue,[1],[],,,,English,[],,,,[],,SESSION,,2,,,[-77.03704833984375],,,,61.34969325,,22,[],,,,[0],223.1145,,,,,[0],[],1,,2025-05-05_10h50.01.452,,,221.6983,[],,,970997,[],,[],221.6986,,,22,1,,0,5f69a3c91c1e25193e3f9c7b,,,[144.55560302734375],,,2024.2.4,,Win32,,test3103025,,resources/pots/lightblue_purple.jpg,,,,[],219.6995,[],180,,221.6982,,,,,,poly_2_surprise,,2025-05-05_10h52.42.149,,,poly_2_surprise_relavent,"[""poly_2"",""poly_2""]",rotating_iia,,poly_2_train,,,,,,[],,
﻿[],green,,poly_1,,[],[],226.2309,970997,226.2307,,[1.1144000000059577],[1],[],vase,,,,225.1159,,yellow,[1],[],,,,English,[],,,,[],,SESSION,,0,,,[-122.22222900390625],,,,61.34969325,,23,[],,,,[0],226.2308,,,,,[0],[],1,,2025-05-05_10h50.01.452,,,225.115,[],,,970997,[],,[],225.1155,,,23,1,,0,5f69a3c91c1e25193e3f9c7b,,,[-97.6666259765625],,,2024.2.4,,Win32,,test3103025,,resources/pots/yellow_green.jpg,,,,[],223.1152,[],90,,225.115,,,,,,poly_1_surprise,,2025-05-05_10h52.42.149,,,poly_1_surprise_relavent,"[""poly_1"",""poly_1""]",rotating_iia,,poly_1_train,,,,,,[],,
﻿[-128.888916015625],deepblue,,poly_3,,[],[],229.9471,970997,228.7304,,[0.4984000000059723],[1],[],vase,,,,228.2317,,yellow,[1],[],,,,English,[0],,,,"[""Memory"",""Memory""]",,SESSION,,14,,,[-89.629638671875],,,,61.34969325,,24,[],,,,[0],228.7305,,,,,[0],[],1,,2025-05-05_10h50.01.452,,,228.2309,[1],,,970997,[],,[-89.5184326171875],228.2312,,,24,1,,0,5f69a3c91c1e25193e3f9c7b,,,[298.62969970703125],,,2024.2.4,,Win32,,test3103025,,resources/pots/yellow_deepblue.jpg,,,,[0],226.2316,[1.2164999999999964],270,,228.2308,,,,,,poly_3_surprise,,2025-05-05_10h52.42.149,,,poly_1_surprise_relavent,"[""poly_3"",""poly_3""]",rotating_iia,,poly_3_train,,,,,,[],,
﻿[],purple,,poly_2,,[],[],232.6134,970997,232.6132,,[0.6644999999999754],[1],[],vase,,,,231.9483,,red,[1],[],,,,English,[],,,,[],,SESSION,,9,,,[-60.000030517578125],,,,61.34969325,,25,[],,,,[0],232.6133,,,,,[0],[],1,,2025-05-05_10h50.01.452,,,231.9474,[],,,970997,[],,[],231.9478,,,25,1,,0,5f69a3c91c1e25193e3f9c7b,,,[70.48150634765625],,,2024.2.4,,Win32,,test3103025,,resources/pots/red_purple.jpg,,,,[],229.9481,[],225,,231.9472,,,,,,poly_2_surprise,,2025-05-05_10h52.42.149,,,poly_0_surprise_relavent,"[""poly_2"",""poly_2""]",rotating_iia,,poly_2_train,,,,,,[],,
﻿[],green,,poly_1,,[],[],236.3799,970997,236.3795,,[1.7650999999940495],[1],[],vase,,,,234.6141,,yellow,[1],[],,,,English,[],,,,[],,SESSION,,23,,,[-105.18521118164062],,,,61.34969325,,26,[],,,,[0],236.3796,,,,,[0],[],1,,2025-05-05_10h50.01.452,,,234.6132,[],,,970997,[],,[],234.6135,,,26,1,,0,5f69a3c91c1e25193e3f9c7b,,,[-82.111083984375],,,2024.2.4,,Win32,,test3103025,,resources/pots/yellow_green.jpg,,,,[],232.6145,[],135,,234.6132,,,,,,poly_1_surprise,,2025-05-05_10h52.42.149,,,poly_1_surprise_relavent,"[""poly_1"",""poly_1""]",rotating_iia,,poly_1_train,,,,,,[],,
﻿[-100.74075317382812],purple,,poly_2,,[],[],240.4955,970997,238.8293,,[0.4485999999940873],[1],[],vase,,,,238.3803,,green,[1],[],,,,English,[0],,,,"[""Memory"",""Memory""]",,SESSION,,11,,,[-122.9630126953125],,,,61.34969325,,27,[],,,,[0],238.8293,,,,,[0],[],1,,2025-05-05_10h50.01.452,,,238.3796,[1],,,970997,[],,[-60.62957763671875],238.3799,,,27,1,,0,5f69a3c91c1e25193e3f9c7b,,,[117.888916015625],,,2024.2.4,,Win32,,test3103025,,resources/pots/green_purple.jpg,,,,[0],236.3811,[1.6659999999999968],135,,238.3795,,,,,,poly_2_surprise,,2025-05-05_10h52.42.149,,,poly_3_surprise_relavent,"[""poly_2"",""poly_2""]",rotating_iia,,poly_2_train,,,,,,[],,
