conf_mouse.y,vase_color,end_thanks.started,relevent,surprise_irrelavent_mouse.leftButton,mouse_random.time,mouse_random.midButton,confidence_question.stopped,__participant,response_box_trial.stopped,responce_box_train.started,trial_mouse.time,trial_mouse.leftButton,mouse_random.clicked_name,relevant_object,train.started,surprise_loop.ran,surprise_relavent_mouse.clicked_name,response_box_trial.started,surprise_irrelavent_mouse.rightButton,flower_color,trial_mouse.corr,mouse_random.corr,done_read_finish_train.keys,surprise_irrelavent_mouse.y,surprise_irrelavent_mouse.x,language,conf_mouse.midButton,conf_mouse_irrellevant.y,surprise.stopped,response_box_relavent_surprise.stopped,conf_mouse.clicked_name,instructions.started,__session,responce_box_train.stopped,trials.thisIndex,done_read_finish_train.duration,conf_mouse_irrellevant.leftButton,trial_mouse.y,instructions.stopped,surprise_loop.thisIndex,surprise_relavent_mouse.corr,frameRate,conf_mouse_irrellevant.clicked_name,trials.thisTrialN,mouse_random.y,surprise_irrelavent_mouse.clicked_name,surprise_relavent_mouse.rightButton,training.thisN,trial_mouse.rightButton,confidence_question.started,conf_mouse_irrellevant.x,training.thisTrialN,training.ran,surprise_relavent_mouse.time,trial_mouse.midButton,mouse_random.rightButton,trials.ran,conf_mouse_irrellevant.midButton,__datetime,train_mouse.midButton,done_read_finish_train.rt,random_task.started,conf_mouse.leftButton,surprise_loop.thisN,finish_train.stopped,participant,mouse_random.x,train_mouse.time,conf_mouse.x,random_task.stopped,surprise_loop.thisRepN,surprise.started,trials.thisN,pot_duration,confidence_in_irrelavent.stopped,trials.thisRepN,prolific_id,training.thisIndex,wrong_answer_train.started,trial_mouse.x,surprise_loop.thisTrialN,training.thisRepN,psychopyVersion,train_mouse.corr,OS,train_mouse.leftButton,expName,surprise_irrelavent_mouse.midButton,pot_image_file,finish_train.started,conf_mouse_irrellevant.time,surprise_relavent_mouse.x,conf_mouse.rightButton,trial.started,conf_mouse.time,ori,surprise_irrelavent_mouse.time,trial.stopped,response_box_relavent_surprise.started,surprise_relavent_mouse.y,response_box_surprise.stopped,train_mouse.rightButton,surprise_relavent_mouse.midButton,irrelevent_surprise,confidence_in_irrelavent.started,date,train_mouse.clicked_name,response_box_surprise.started,surprise_relavent,trial_mouse.clicked_name,__experimentName,conf_mouse_irrellevant.rightButton,relevent_train,train_mouse.x,surprise_irrelavent_mouse.corr,end_thanks.stopped,train_mouse.y,surprise_relavent_mouse.leftButton,mouse_random.leftButton,train.stopped,wrong_answer_train.stopped
﻿[],deepblue,,poly_0,,[],[],70.756,704528,70.7553,,[0.9012000000178801],[1],[],flower,,,,69.8539,,red,[1],[],,,,English,[],,,,[],,SESSION,,37,,,[-108],,,,60.24096386,,12,[],,,,[0],70.7557,,,,,[0],[],1,,2025-05-05_09h39.21.404,,,69.8534,[],,,704528,[],,[],69.8535,,,12,1,,0,63468b3bd07050877a6beb11,,,[-329],,,2024.2.4,,Win32,,test3103025,,resources/pots/red_deepblue.jpg,,,,[],67.8574,[],45,,69.8534,,,,,,poly_0_surprise,,2025-05-05_09h39.32.418,,,poly_3_surprise_relavent,"[""poly_0"",""poly_0""]",rotating_iia,,poly_0_train,,,,,,[],,
﻿[-100],orange,,poly_2,,[],[],77.4863,704528,75.5195,,[2.7682000000178846],[1],[],flower,,,,72.7508,,lightblue,[0],[],,,,English,[0],,,,"[""Other"",""Other""]",,SESSION,,12,,,[-124],,,,60.24096386,,13,[],,,,[0],75.5196,,,,,[0],[],1,,2025-05-05_09h39.21.404,,,72.7504,[1],,,704528,[],,[317],72.7507,,,13,1,,0,63468b3bd07050877a6beb11,,,[-71],,,2024.2.4,,Win32,,test3103025,,resources/pots/lightblue_orange.jpg,,,,[0],70.7569,[1.9664999999999964],0,,72.7504,,,,,,poly_2_surprise,,2025-05-05_09h39.32.418,,,poly_0_surprise_relavent,"[""poly_1"",""poly_1""]",rotating_iia,,poly_2_train,,,,,,[],,
﻿[],green,,poly_0,,[],[],80.7529,704528,80.7528,,[1.2686999999880726],[1],[],flower,,,,79.4838,,red,[1],[],,,,English,[],,,,[],,SESSION,,27,,,[-114],,,,60.24096386,,14,[],,,,[0],80.7528,,,,,[0],[],1,,2025-05-05_09h39.21.404,,,79.4835,[],,,704528,[],,[],79.4836,,,14,1,,0,63468b3bd07050877a6beb11,,,[-260],,,2024.2.4,,Win32,,test3103025,,resources/pots/red_green.jpg,,,,[],77.4877,[],0,,79.4834,,,,,,poly_0_surprise,,2025-05-05_09h39.32.418,,,poly_1_surprise_relavent,"[""poly_0"",""poly_0""]",rotating_iia,,poly_0_train,,,,,,[],,
﻿[],deepblue,,poly_1,,[],[],83.3552,704528,83.3548,,[0.5992000000178876],[1],[],flower,,,,82.7554,,yellow,[1],[],,,,English,[],,,,[],,SESSION,,40,,,[-120],,,,60.24096386,,15,[],,,,[0],83.355,,,,,[0],[],1,,2025-05-05_09h39.21.404,,,82.755,[],,,704528,[],,[],82.7552,,,15,1,,0,63468b3bd07050877a6beb11,,,[-100],,,2024.2.4,,Win32,,test3103025,,resources/pots/yellow_deepblue.jpg,,,,[],80.7541,[],270,,82.7549,,,,,,poly_1_surprise,,2025-05-05_09h39.32.418,,,poly_3_surprise_relavent,"[""poly_1"",""poly_1""]",rotating_iia,,poly_1_train,,,,,,[],,
﻿[],purple,,poly_0,,[],[],86.2863,704528,86.2862,,[0.9355000000000047],[1],[],flower,,,,85.3504,,red,[1],[],,,,English,[],,,,[],,SESSION,,31,,,[-93],,,,60.24096386,,16,[],,,,[0],86.2862,,,,,[0],[],1,,2025-05-05_09h39.21.404,,,85.3501,[],,,704528,[],,[],85.3502,,,16,1,,0,63468b3bd07050877a6beb11,,,[-306],,,2024.2.4,,Win32,,test3103025,,resources/pots/red_purple.jpg,,,,[],83.3566,[],180,,85.35,,,,,,poly_0_surprise,,2025-05-05_09h39.32.418,,,poly_2_surprise_relavent,"[""poly_0"",""poly_0""]",rotating_iia,,poly_0_train,,,,,,[],,
﻿[],orange,,poly_3,,[],[],89.5691,704528,89.5689,,[1.2854000000059642],[1],[],flower,,,,88.2834,,green,[1],[],,,,English,[],,,,[],,SESSION,,36,,,[-102],,,,60.24096386,,17,[],,,,[0],89.569,,,,,[0],[],1,,2025-05-05_09h39.21.404,,,88.283,[],,,704528,[],,[],88.2831,,,17,1,,0,63468b3bd07050877a6beb11,,,[289],,,2024.2.4,,Win32,,test3103025,,resources/pots/green_orange.jpg,,,,[],86.2872,[],90,,88.283,,,,,,poly_3_surprise,,2025-05-05_09h39.32.418,,,poly_0_surprise_relavent,"[""poly_3"",""poly_3""]",rotating_iia,,poly_3_train,,,,,,[],,
﻿[],orange,,poly_3,,[],[],92.4693,704528,92.4689,,[0.8988000000119172],[1],[],flower,,,,91.5698,,green,[1],[],,,,English,[],,,,[],,SESSION,,10,,,[-98],,,,60.24096386,,18,[],,,,[0],92.469,,,,,[0],[],1,,2025-05-05_09h39.21.404,,,91.5689,[],,,704528,[],,[],91.5692,,,18,1,,0,63468b3bd07050877a6beb11,,,[292],,,2024.2.4,,Win32,,test3103025,,resources/pots/green_orange.jpg,,,,[],89.5701,[],180,,91.5686,,,,,,poly_3_surprise,,2025-05-05_09h39.32.418,,,poly_0_surprise_relavent,"[""poly_3"",""poly_3""]",rotating_iia,,poly_3_train,,,,,,[],,
﻿[],deepblue,,poly_1,,[],[],95.036,704528,95.0356,,[0.5685000000000002],[1],[],flower,,,,94.4668,,yellow,[1],[],,,,English,[],,,,[],,SESSION,,5,,,[-112],,,,60.24096386,,19,[],,,,[0],95.0357,,,,,[0],[],1,,2025-05-05_09h39.21.404,,,94.4661,[],,,704528,[],,[],94.4662,,,19,1,,0,63468b3bd07050877a6beb11,,,[-114],,,2024.2.4,,Win32,,test3103025,,resources/pots/yellow_deepblue.jpg,,,,[],92.4704,[],90,,94.466,,,,,,poly_1_surprise,,2025-05-05_09h39.32.418,,,poly_3_surprise_relavent,"[""poly_1"",""poly_1""]",rotating_iia,,poly_1_train,,,,,,[],,
﻿[],purple,,poly_2,,[],[],97.802,704528,97.8018,,[0.7686999999880868],[1],[],flower,,,,97.0328,,lightblue,[1],[],,,,English,[],,,,[],,SESSION,,19,,,[-91],,,,60.24096386,,20,[],,,,[0],97.8018,,,,,[0],[],1,,2025-05-05_09h39.21.404,,,97.0326,[],,,704528,[],,[],97.0327,,,20,1,,0,63468b3bd07050877a6beb11,,,[122],,,2024.2.4,,Win32,,test3103025,,resources/pots/lightblue_purple.jpg,,,,[],95.038,[],180,,97.0325,,,,,,poly_2_surprise,,2025-05-05_09h39.32.418,,,poly_2_surprise_relavent,"[""poly_2"",""poly_2""]",rotating_iia,,poly_2_train,,,,,,[],,
﻿[-106],purple,,poly_2,,[0.7309999999999945],[0],106.4357,704528,103.9684,,[2.4158000000119273],[1],"[""num_4"",""num_4""]",flower,,,,101.5524,,lightblue,[1],[1],,,,English,[0],,,,"[""Other"",""Other""]",,SESSION,,13,,,[-92],,,,60.24096386,,21,[-91],,,,[0],103.9686,,,,,[0],[0],1,,2025-05-05_09h39.21.404,,,99.7994,[1],,,704528,[122],,[313],101.552,,,21,1,,0,63468b3bd07050877a6beb11,,,[122],,,2024.2.4,,Win32,,test3103025,,resources/pots/lightblue_purple.jpg,,,,[0],97.8035,[2.466799999982129],45,,99.7992,,,,,,poly_2_surprise,,2025-05-05_09h39.32.418,,,poly_2_surprise_relavent,"[""poly_2"",""poly_2""]",rotating_iia,,poly_2_train,,,,,,[1],,
﻿[],deepblue,,poly_3,,[],[],110.8824,704528,110.8822,,[2.449799999982119],[1],[],flower,,,,108.4323,,green,[0],[],,,,English,[],,,,[],,SESSION,,26,,,[-113],,,,60.24096386,,22,[],,,,[0],110.8823,,,,,[0],[],1,,2025-05-05_09h39.21.404,,,108.432,[],,,704528,[],,[],108.4322,,,22,1,,0,63468b3bd07050877a6beb11,,,[-86],,,2024.2.4,,Win32,,test3103025,,resources/pots/green_deepblue.jpg,,,,[],106.437,[],45,,108.4318,,,,,,poly_3_surprise,,2025-05-05_09h39.32.418,,,poly_3_surprise_relavent,"[""poly_1"",""poly_1""]",rotating_iia,,poly_3_train,,,,,,[],,
﻿[],green,,poly_0,,[],[],114.068,704528,114.0676,,[1.1853999999761697],[1],[],flower,,,,112.8821,,red,[1],[],,,,English,[],,,,[],,SESSION,,8,,,[-102],,,,60.24096386,,23,[],,,,[0],114.0678,,,,,[0],[],1,,2025-05-05_09h39.21.404,,,112.8818,[],,,704528,[],,[],112.8819,,,23,1,,0,63468b3bd07050877a6beb11,,,[-279],,,2024.2.4,,Win32,,test3103025,,resources/pots/red_green.jpg,,,,[],110.8833,[],315,,112.8818,,,,,,poly_0_surprise,,2025-05-05_09h39.32.418,,,poly_1_surprise_relavent,"[""poly_0"",""poly_0""]",rotating_iia,,poly_0_train,,,,,,[],,
﻿[-110],deepblue,,poly_0,,[],[],118.9187,704528,116.6524,,[0.5867999999821336],[1],[],flower,,,,116.0652,,red,[1],[],,,,English,[0],,,,"[""Other"",""Other""]",,SESSION,,34,,,[-102],,,,60.24096386,,24,[],,,,[0],116.6526,,,,,[0],[],1,,2025-05-05_09h39.21.404,,,116.0649,[1],,,704528,[],,[306],116.0651,,,24,1,,0,63468b3bd07050877a6beb11,,,[-278],,,2024.2.4,,Win32,,test3103025,,resources/pots/red_deepblue.jpg,,,,[0],114.0691,[2.265899999976142],270,,116.0648,,,,,,poly_0_surprise,,2025-05-05_09h39.32.418,,,poly_3_surprise_relavent,"[""poly_0"",""poly_0""]",rotating_iia,,poly_0_train,,,,,,[],,
﻿[],purple,,poly_3,,[],[],121.9841,704528,121.984,,[1.0688000000119189],[1],[],flower,,,,120.9149,,green,[1],[],,,,English,[],,,,[],,SESSION,,38,,,[-103],,,,60.24096386,,25,[],,,,[0],121.9841,,,,,[0],[],1,,2025-05-05_09h39.21.404,,,120.9147,[],,,704528,[],,[],120.9147,,,25,1,,0,63468b3bd07050877a6beb11,,,[298],,,2024.2.4,,Win32,,test3103025,,resources/pots/green_purple.jpg,,,,[],118.9205,[],315,,120.9145,,,,,,poly_3_surprise,,2025-05-05_09h39.32.418,,,poly_2_surprise_relavent,"[""poly_3"",""poly_3""]",rotating_iia,,poly_3_train,,,,,,[],,
﻿[],orange,,poly_1,,[],[],124.9167,704528,124.9164,,[0.9347000000178696],[1],[],flower,,,,123.9814,,yellow,[1],[],,,,English,[],,,,[],,SESSION,,0,,,[-102],,,,60.24096386,,26,[],,,,[0],124.9166,,,,,[0],[],1,,2025-05-05_09h39.21.404,,,123.9811,[],,,704528,[],,[],123.9813,,,26,1,,0,63468b3bd07050877a6beb11,,,[-128],,,2024.2.4,,Win32,,test3103025,,resources/pots/yellow_orange.jpg,,,,[],121.9855,[],45,,123.981,,,,,,poly_1_surprise,,2025-05-05_09h39.32.418,,,poly_0_surprise_relavent,"[""poly_1"",""poly_1""]",rotating_iia,,poly_1_train,,,,,,[],,
﻿[-104],orange,,poly_2,,[],[],131.2504,704528,127.667,,[0.7521999999880791],[1],[],flower,,,,126.9146,,lightblue,[1],[],,,,English,[0],,,,"[""Other"",""Other""]",,SESSION,,17,,,[-72],,,,60.24096386,,27,[],,,,[0],127.6671,,,,,[0],[],1,,2025-05-05_09h39.21.404,,,126.9143,[1],,,704528,[],,[304],126.9145,,,27,1,,0,63468b3bd07050877a6beb11,,,[88],,,2024.2.4,,Win32,,test3103025,,resources/pots/lightblue_orange.jpg,,,,[0],124.9182,[3.583099999994033],90,,126.9143,,,,,,poly_2_surprise,,2025-05-05_09h39.32.418,,,poly_0_surprise_relavent,"[""poly_2"",""poly_2""]",rotating_iia,,poly_2_train,,,,,,[],,
﻿[],green,,poly_1,,[],[],134.017,704528,134.0168,,[0.7690000000000055],[1],[],flower,,,,133.2476,,yellow,[1],[],,,,English,[],,,,[],,SESSION,,24,,,[-86],,,,60.24096386,,28,[],,,,[0],134.0168,,,,,[0],[],1,,2025-05-05_09h39.21.404,,,133.2473,[],,,704528,[],,[],133.2475,,,28,1,,0,63468b3bd07050877a6beb11,,,[-79],,,2024.2.4,,Win32,,test3103025,,resources/pots/yellow_green.jpg,,,,[],131.2515,[],135,,133.2473,,,,,,poly_1_surprise,,2025-05-05_09h39.32.418,,,poly_1_surprise_relavent,"[""poly_1"",""poly_1""]",rotating_iia,,poly_1_train,,,,,,[],,
﻿[],green,,poly_0,,[],[],137.1334,704528,137.1331,,[1.1186999999880811],[1],[],flower,,,,136.0142,,red,[1],[],,,,English,[],,,,[],,SESSION,,29,,,[-93],,,,60.24096386,,29,[],,,,[0],137.1333,,,,,[0],[],1,,2025-05-05_09h39.21.404,,,136.0139,[],,,704528,[],,[],136.014,,,29,1,,0,63468b3bd07050877a6beb11,,,[-308],,,2024.2.4,,Win32,,test3103025,,resources/pots/red_green.jpg,,,,[],134.0183,[],315,,136.0139,,,,,,poly_0_surprise,,2025-05-05_09h39.32.418,,,poly_1_surprise_relavent,"[""poly_0"",""poly_0""]",rotating_iia,,poly_0_train,,,,,,[],,
﻿[],orange,,poly_3,,[],[],140.2165,704528,140.2164,,[1.0855000000000246],[1],[],flower,,,,139.1306,,green,[1],[],,,,English,[],,,,[],,SESSION,,20,,,[-84],,,,60.24096386,,30,[],,,,[0],140.2165,,,,,[0],[],1,,2025-05-05_09h39.21.404,,,139.1304,[],,,704528,[],,[],139.1305,,,30,1,,0,63468b3bd07050877a6beb11,,,[278],,,2024.2.4,,Win32,,test3103025,,resources/pots/green_orange.jpg,,,,[],137.1349,[],225,,139.1303,,,,,,poly_3_surprise,,2025-05-05_09h39.32.418,,,poly_0_surprise_relavent,"[""poly_3"",""poly_3""]",rotating_iia,,poly_3_train,,,,,,[],,
﻿[],green,,poly_0,,[],[],143.6165,704528,143.6162,,[1.4021999999880848],[1],[],flower,,,,142.2138,,red,[1],[],,,,English,[],,,,[],,SESSION,,35,,,[-95],,,,60.24096386,,31,[],,,,[0],143.6164,,,,,[0],[],1,,2025-05-05_09h39.21.404,,,142.2135,[],,,704528,[],,[],142.2137,,,31,1,,0,63468b3bd07050877a6beb11,,,[-260],,,2024.2.4,,Win32,,test3103025,,resources/pots/red_green.jpg,,,,[],140.2178,[],135,,142.2135,,,,,,poly_0_surprise,,2025-05-05_09h39.32.418,,,poly_1_surprise_relavent,"[""poly_0"",""poly_0""]",rotating_iia,,poly_0_train,,,,,,[],,
﻿[],orange,,poly_3,,[],[],146.7662,704528,146.7659,,[1.15209999999405],[1],[],flower,,,,145.6136,,green,[1],[],,,,English,[],,,,[],,SESSION,,21,,,[-94],,,,60.24096386,,32,[],,,,[0],146.766,,,,,[0],[],1,,2025-05-05_09h39.21.404,,,145.6134,[],,,704528,[],,[],145.6135,,,32,1,,0,63468b3bd07050877a6beb11,,,[327],,,2024.2.4,,Win32,,test3103025,,resources/pots/green_orange.jpg,,,,[],143.6177,[],180,,145.6133,,,,,,poly_3_surprise,,2025-05-05_09h39.32.418,,,poly_0_surprise_relavent,"[""poly_3"",""poly_3""]",rotating_iia,,poly_3_train,,,,,,[],,
﻿[],green,,poly_2,,[],[],149.6843,704528,149.684,,[0.9155999999940434],[1],[],flower,,,,148.7682,,lightblue,[1],[],,,,English,[],,,,[],,SESSION,,2,,,[-92],,,,60.24096386,,33,[],,,,[0],149.6841,,,,,[0],[],1,,2025-05-05_09h39.21.404,,,148.7678,[],,,704528,[],,[],148.768,,,33,1,,0,63468b3bd07050877a6beb11,,,[82],,,2024.2.4,,Win32,,test3103025,,resources/pots/lightblue_green.jpg,,,,[],146.7674,[],180,,148.7673,,,,,,poly_2_surprise,,2025-05-05_09h39.32.418,,,poly_1_surprise_relavent,"[""poly_2"",""poly_2""]",rotating_iia,,poly_2_train,,,,,,[],,
﻿[-102],deepblue,,poly_3,,[],[],157.882,704528,152.8008,,[1.1202000000178884],[1],[],flower,,,,151.6803,,green,[1],[],,,,English,[0],,,,"[""Other"",""Other""]",,SESSION,,18,,,[-94],,,,60.24096386,,34,[],,,,[0],152.801,,,,,[0],[],1,,2025-05-05_09h39.21.404,,,151.6797,[1],,,704528,[],,[284],151.6798,,,34,1,,0,63468b3bd07050877a6beb11,,,[304],,,2024.2.4,,Win32,,test3103025,,resources/pots/green_deepblue.jpg,,,,[0],149.6854,[5.080700000017856],270,,151.6796,,,,,,poly_3_surprise,,2025-05-05_09h39.32.418,,,poly_3_surprise_relavent,"[""poly_3"",""poly_3""]",rotating_iia,,poly_3_train,,,,,,[],,
﻿[],green,,poly_2,,[],[],160.3978,704528,160.3974,,[0.5126000000238378],[1],[],flower,,,,159.8845,,lightblue,[1],[],,,,English,[],,,,[],,SESSION,,6,,,[-93],,,,60.24096386,,35,[],,,,[0],160.3976,,,,,[0],[],1,,2025-05-05_09h39.21.404,,,159.8844,[],,,704528,[],,[],159.8845,,,35,1,,0,63468b3bd07050877a6beb11,,,[131],,,2024.2.4,,Win32,,test3103025,,resources/pots/lightblue_green.jpg,,,,[],157.8834,[],135,,159.8843,,,,,,poly_2_surprise,,2025-05-05_09h39.32.418,,,poly_1_surprise_relavent,"[""poly_2"",""poly_2""]",rotating_iia,,poly_2_train,,,,,,[],,
﻿[],deepblue,,poly_0,,[],[],163.5653,704528,163.565,,[1.1687999999821272],[1],[],flower,,,,162.3961,,red,[1],[],,,,English,[],,,,[],,SESSION,,32,,,[-85],,,,60.24096386,,36,[],,,,[0],163.5652,,,,,[0],[],1,,2025-05-05_09h39.21.404,,,162.3958,[],,,704528,[],,[],162.3958,,,36,1,,0,63468b3bd07050877a6beb11,,,[-281],,,2024.2.4,,Win32,,test3103025,,resources/pots/red_deepblue.jpg,,,,[],160.3994,[],135,,162.3957,,,,,,poly_0_surprise,,2025-05-05_09h39.32.418,,,poly_3_surprise_relavent,"[""poly_0"",""poly_0""]",rotating_iia,,poly_0_train,,,,,,[],,
﻿[],purple,,poly_2,,[],[],166.234,704528,166.2335,,[0.66519999998809],[1],[],flower,,,,165.5681,,lightblue,[1],[],,,,English,[],,,,[],,SESSION,,9,,,[-87],,,,60.24096386,,37,[],,,,[0],166.2335,,,,,[0],[],1,,2025-05-05_09h39.21.404,,,165.5677,[],,,704528,[],,[],165.5679,,,37,1,,0,63468b3bd07050877a6beb11,,,[98],,,2024.2.4,,Win32,,test3103025,,resources/pots/lightblue_purple.jpg,,,,[],163.5665,[],225,,165.5676,,,,,,poly_2_surprise,,2025-05-05_09h39.32.418,,,poly_2_surprise_relavent,"[""poly_2"",""poly_2""]",rotating_iia,,poly_2_train,,,,,,[],,
﻿[-95],purple,,poly_3,,[],[],171.4481,704528,169.2991,,[1.0696999999880745],[1],[],flower,,,,168.2291,,green,[1],[],,,,English,[0],,,,"[""Other"",""Other""]",,SESSION,,7,,,[-94],,,,60.24096386,,38,[],,,,[0],169.2992,,,,,[0],[],1,,2025-05-05_09h39.21.404,,,168.2289,[1],,,704528,[],,[288],168.229,,,38,1,,0,63468b3bd07050877a6beb11,,,[287],,,2024.2.4,,Win32,,test3103025,,resources/pots/green_purple.jpg,,,,[0],166.235,[2.1484999999999843],90,,168.2288,,,,,,poly_3_surprise,,2025-05-05_09h39.32.418,,,poly_2_surprise_relavent,"[""poly_3"",""poly_3""]",rotating_iia,,poly_3_train,,,,,,[],,
﻿[],orange,,poly_1,,[],[],174.4149,704528,174.4146,,[0.9689999999999941],[1],[],flower,,,,173.4455,,yellow,[1],[],,,,English,[],,,,[],,SESSION,,33,,,[-116],,,,60.24096386,,39,[],,,,[0],174.4147,,,,,[0],[],1,,2025-05-05_09h39.21.404,,,173.4452,[],,,704528,[],,[],173.4454,,,39,1,,0,63468b3bd07050877a6beb11,,,[-126],,,2024.2.4,,Win32,,test3103025,,resources/pots/yellow_orange.jpg,,,,[],171.4492,[],90,,173.4451,,,,,,poly_1_surprise,,2025-05-05_09h39.32.418,,,poly_0_surprise_relavent,"[""poly_1"",""poly_1""]",rotating_iia,,poly_1_train,,,,,,[],,
﻿[],deepblue,,poly_3,,[],[],177.3473,704528,177.3469,,[0.9346000000238348],[1],[],flower,,,,176.412,,green,[1],[],,,,English,[],,,,[],,SESSION,,22,,,[-110],,,,60.24096386,,40,[],,,,[0],177.347,,,,,[0],[],1,,2025-05-05_09h39.21.404,,,176.4117,[],,,704528,[],,[],176.4119,,,40,1,,0,63468b3bd07050877a6beb11,,,[266],,,2024.2.4,,Win32,,test3103025,,resources/pots/green_deepblue.jpg,,,,[],174.4161,[],270,,176.4116,,,,,,poly_3_surprise,,2025-05-05_09h39.32.418,,,poly_3_surprise_relavent,"[""poly_3"",""poly_3""]",rotating_iia,,poly_3_train,,,,,,[],,
﻿[],purple,,poly_0,,[],[],180.7979,704528,180.7976,,[1.452099999994033],[1],[],flower,,,,179.3452,,red,[1],[],,,,English,[],,,,[],,SESSION,,23,,,[-83],,,,60.24096386,,41,[],,,,[0],180.7978,,,,,[0],[],1,,2025-05-05_09h39.21.404,,,179.345,[],,,704528,[],,[],179.345,,,41,1,,0,63468b3bd07050877a6beb11,,,[-277],,,2024.2.4,,Win32,,test3103025,,resources/pots/red_purple.jpg,,,,[],177.3488,[],180,,179.3448,,,,,,poly_0_surprise,,2025-05-05_09h39.32.418,,,poly_2_surprise_relavent,"[""poly_0"",""poly_0""]",rotating_iia,,poly_0_train,,,,,,[],,
﻿,deepblue,,poly_3,[1],,,,704528,,,,,,vase,,1,"[""poly_1_surprise_relavent"",""poly_1_surprise_relavent""]",,[0],yellow,,,,[-109],[103],English,,[-102],182.8116,187.2145,,,SESSION,,,,[1],,,0,[1],60.24096386,"[""Other"",""Other""]",,,"[""poly_2_surprise"",""poly_2_surprise""]",[0],,,,[290],,,[1.6645000000000039],,,,[0],2025-05-05_09h39.21.404,,,,,0,,704528,,,,,0,180.8157,,1,188.8809,,63468b3bd07050877a6beb11,,,,0,,2024.2.4,,Win32,,test3103025,[0],resources/pots/yellow_deepblue.jpg,,[1.6646999999880734],[-81],,,,45,[2.7349000000059505],,185.5484,[-95],185.5478,,[0],poly_3_surprise,187.2148,2025-05-05_09h39.32.418,,182.8124,poly_1_surprise_relavent,,rotating_iia,[0],poly_3_train,,[0],,,[1],,,
﻿,purple,,poly_2,[1],,,,704528,,,,,,vase,,1,"[""poly_0_surprise_relavent"",""poly_0_surprise_relavent""]",,[0],red,,,,[-111],[94],English,,[-106],190.8776,195.198,,,SESSION,,,,[1],,,1,[1],60.24096386,"[""Memory"",""Memory""]",,,"[""poly_2_surprise"",""poly_2_surprise""]",[0],,,,[-53],,,[2.5837000000178705],,,,[0],2025-05-05_09h39.21.404,,,,,1,,704528,,,,,0,188.8824,,1,198.5447,,63468b3bd07050877a6beb11,,,,1,,2024.2.4,,Win32,,test3103025,[0],resources/pots/red_purple.jpg,,[3.346299999982108],[-275],,,,90,[1.7356999999880998],,192.614,[-90],192.6137,,[0],poly_2_surprise,195.1981,2025-05-05_09h39.32.418,,190.8779,poly_0_surprise_relavent,,rotating_iia,[0],poly_2_train,,[1],,,[1],,,
﻿,purple,,poly_2,[1],,,,704528,,,,,,vase,,1,"[""poly_1_surprise_relavent"",""poly_1_surprise_relavent""]",,[0],lightblue,,,,[-112],[131],English,,[-103],200.5438,203.2467,,,SESSION,,,,[1],,,3,[0],60.24096386,"[""Memory"",""Memory""]",,,"[""poly_2_surprise"",""poly_2_surprise""]",[0],,,,[-70],,,[1.5495999999940295],,,,[0],2025-05-05_09h39.21.404,,,,,2,,704528,,,,,0,198.5459,,1,205.2795,,63468b3bd07050877a6beb11,,,,2,,2024.2.4,,Win32,,test3103025,[0],resources/pots/lightblue_purple.jpg,,[2.0320000000000107],[-132],,,,0,[1.1523000000119055],,201.6968,[-95],201.6966,,[0],poly_2_surprise,203.2468,2025-05-05_09h39.32.418,,200.5441,poly_2_surprise_relavent,,rotating_iia,[0],poly_2_train,,[1],,,[1],,,
﻿,purple,,poly_2,[1],,,,704528,,,,,,vase,,1,"[""poly_0_surprise_relavent"",""poly_0_surprise_relavent""]",,[0],red,,,,[-102],[75],English,,[-96],207.2767,209.7796,,,SESSION,,,,[1],,,2,[1],60.24096386,"[""Memory"",""Memory""]",,,"[""poly_2_surprise"",""poly_2_surprise""]",[0],,,,[-87],,,[1.2663000000119098],,,,[0],2025-05-05_09h39.21.404,,,,,3,,704528,,,,,0,205.281,,1,210.8958,,63468b3bd07050877a6beb11,,,,3,,2024.2.4,,Win32,,test3103025,[0],resources/pots/red_purple.jpg,,[1.1159000000059507],[-286],,,,225,[1.235599999994065],,208.513,[-127],208.5128,,[0],poly_2_surprise,209.7797,2025-05-05_09h39.32.418,,207.277,poly_0_surprise_relavent,,rotating_iia,[0],poly_2_train,,[1],,,[1],,,
﻿,,210.8964,,,,,,704528,,,,,,,,,,,,,,,,,,English,,,,,,,SESSION,,,,,,,,,60.24096386,,,,,,,,,,,,,,,,,2025-05-05_09h39.21.404,,,,,,,704528,,,,,,,,,,,63468b3bd07050877a6beb11,,,,,,2024.2.4,,Win32,,test3103025,,,,,,,,,,,,,,,,,,,2025-05-05_09h39.32.418,,,,,rotating_iia,,,,,213.1127,,,,,
﻿,,,,,,,,51508,,,,,,,,,,,,,,,,,,English,,,,,,0.0004,SESSION,,,,,,54.4542,,,59.88023952,,,,,,,,,,,,,,,,,2025-05-05_03h43.54.645,,,,,,,51508,,,,,,,,,,,67dd86359a67e2d6442865f1,,,,,,2024.2.4,,Win32,,test3103025,,,,,,,,,,,,,,,,,,,2025-05-05_03h45.26.773,,,,,rotating_iia,,,,,,,,,,
