Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
67f66c2fc904b39f7cc04bdb,5e24d24bdac574744fc49d62,APPROVED,Not Applicable,2025-04-09T12:46:45.513000Z,2025-04-10T11:48:27.177000Z,2025-04-10T11:48:27.504000Z,2025-04-10T11:48:27.650528Z,82902,Manual Completion,250,32,Male,White,Canada,Canada,Canada,English,No,Full-Time
67f66c5bffaaa879a2075531,609c34dac301d73f3684005d,APPROVED,Not Applicable,2025-04-09T12:47:36.735000Z,2025-04-10T11:48:27.951000Z,2025-04-10T11:48:28.325000Z,2025-04-10T11:48:28.475311Z,82852,Manual Completion,873,39,Male,White,United Kingdom,Ireland,United Kingdom,English,Yes,Full-Time
67f66caa379a242210554929,67c5d67fcb949be64122c56a,APPROVED,Not Applicable,2025-04-09T12:50:06.881000Z,2025-04-09T13:06:04.550000Z,2025-04-10T11:48:48.673000Z,2025-04-09T13:06:05.547427Z,958,NOCODE,65,28,Male,Black,Canada,Canada,Canada,English,Yes,Full-Time
67f66d13c8d085001cbbd825,67be6a20a52466ed9267d895,APPROVED,Not Applicable,2025-04-09T12:57:29.703000Z,2025-04-09T13:02:58.468000Z,2025-04-10T11:48:57.303000Z,2025-04-09T13:02:59.165775Z,329,NOCODE,120,29,Female,White,Canada,Canada,Canada,English,No,Full-Time
67f6701f9ffa61da482dd844,5c7ceda01d2afc0001f4ad1d,APPROVED,Not Applicable,2025-04-09T13:03:27.508000Z,2025-04-09T13:08:43.649000Z,2025-04-10T11:48:49.229000Z,2025-04-09T13:08:44.377803Z,317,NOCODE,1625,44,Male,White,Ireland,Ireland,Ireland,English,No,Part-Time
67f670cf7e977334e4ed2f6b,63d7a4d2ac703039f14c66dd,APPROVED,Not Applicable,2025-04-09T13:06:33.146000Z,2025-04-09T13:11:59.519000Z,2025-04-10T11:48:49.570000Z,2025-04-09T13:12:00.216327Z,327,NOCODE,402,28,Male,White,Sweden,Australia,Australia,English,No,Full-Time
67f671dbf7deeabdf96494b8,66688dd4487c6da936ccd3c7,APPROVED,Not Applicable,2025-04-09T13:10:58.706000Z,2025-04-09T13:16:37.326000Z,2025-04-10T11:48:57.716000Z,2025-04-09T13:16:38.457277Z,339,NOCODE,142,26,Female,White,United States,Spain,United States,English,No,Full-Time
67f672448e9d9ac9a63067fc,60fd408cf517172598ef0475,TIMED-OUT,Not Applicable,2025-04-09T13:12:48.477000Z,,,2025-04-30T09:31:34.883692Z,1801127,,102,23,Female,White,Australia,Australia,Australia,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
67f6733e4f18a10a5f8fab46,659583e0d5fab84895bfac7c,APPROVED,Not Applicable,2025-04-09T13:16:45.995000Z,2025-04-09T13:23:13.597000Z,2025-04-10T11:48:49.907000Z,2025-04-09T13:23:14.459787Z,388,NOCODE,451,43,Male,White,Ireland,Ireland,Ireland,English,No,Due to start a new job within the next month
67f674cdcaedac19b4c3a78d,66060c07a457bb529bbbfd14,APPROVED,Not Applicable,2025-04-09T13:23:31.246000Z,2025-04-09T13:28:10.122000Z,2025-04-10T11:48:58.015000Z,2025-04-09T13:28:10.924560Z,279,NOCODE,117,49,Female,White,Canada,Canada,Canada,English,No,Other
67f675f0578da03d4d2eed88,5d48ae562c8b78001a16088d,APPROVED,Not Applicable,2025-04-09T13:28:58.689000Z,2025-04-10T11:48:35.299000Z,2025-04-10T11:48:35.633000Z,2025-04-10T11:48:35.817722Z,80377,Manual Completion,79,47,Female,White,Ireland,Ireland,Ireland,English,No,Full-Time
67f6766b03c07366400ea953,654a871f70a93abbb0a04c57,APPROVED,Not Applicable,2025-04-09T13:40:19.437000Z,2025-04-10T11:48:28.776000Z,2025-04-10T11:48:29.133000Z,2025-04-10T11:48:29.293844Z,79690,Manual Completion,164,50,Male,White,Italy,Canada,Canada,English,No,Full-Time
67f676e5f8a9a7acf270d7ec,67817072744db590327b7f30,APPROVED,Not Applicable,2025-04-09T13:34:55.618000Z,2025-04-09T13:42:05.079000Z,2025-04-10T11:48:50.219000Z,2025-04-09T13:42:05.631199Z,430,NOCODE,151,56,Male,White,Canada,Canada,Canada,English,No,Unemployed (and job seeking)
67f67932c8819561c4237de7,67ad260c6e1b27ca47ae533e,APPROVED,Not Applicable,2025-04-09T13:42:18.289000Z,2025-04-09T13:46:30.230000Z,2025-04-10T11:48:58.309000Z,2025-04-09T13:46:30.984785Z,252,NOCODE,29,22,Female,White,Canada,Canada,Canada,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
67f67a0379ab3cd3f58cc1e3,67ea80641835d43b76e14e0e,APPROVED,Not Applicable,2025-04-09T13:46:59.487000Z,2025-04-10T11:48:29.721000Z,2025-04-10T11:48:30.628000Z,2025-04-10T11:48:30.823417Z,79291,Manual Completion,13,27,Male,Black,Canada,Canada,Canada,English,Yes,Part-Time
67f67a5ddbd53c3b1ee191e8,5e3ad23a0491d4000d7da108,APPROVED,Not Applicable,2025-04-09T13:47:48.522000Z,2025-04-09T13:52:23.943000Z,2025-04-10T11:48:58.580000Z,2025-04-09T13:52:24.777476Z,276,NOCODE,261,31,Female,White,Ireland,Ireland,Ireland,English,No,Part-Time
67f67ba2fe0ab3f5c9ab5b48,60f5eba9476ad9bc1d4252e9,APPROVED,Not Applicable,2025-04-09T13:52:34.920000Z,2025-04-09T13:56:46.786000Z,2025-04-10T11:48:50.712000Z,2025-04-09T13:56:47.350780Z,252,NOCODE,507,46,Male,Asian,Canada,Canada,Canada,English,DATA_EXPIRED,DATA_EXPIRED
67f67c0eb00666ea99e91486,67807c7e801a0ca7691d17fe,APPROVED,Not Applicable,2025-04-09T13:55:35.172000Z,2025-04-09T14:04:56.862000Z,2025-04-10T11:48:51.011000Z,2025-04-09T14:04:57.582492Z,562,NOCODE,79,64,Male,White,Israel,Canada,Canada,Hebrew,No,Full-Time
67f67caab5bd53bcc5e67e7f,6671edc981275d15833aa93e,APPROVED,Not Applicable,2025-04-09T13:57:04.075000Z,2025-04-09T14:01:13.760000Z,2025-04-10T11:48:51.324000Z,2025-04-09T14:01:14.531712Z,250,No code given,87,36,Male,Asian,Hong Kong,Canada,Canada,English,Yes,Full-Time
67f67db536f23054c0894cd8,664cc974cb25cb2deeaa7ce3,APPROVED,Not Applicable,2025-04-09T14:11:25.769000Z,2025-04-10T11:48:36.080000Z,2025-04-10T11:48:36.413000Z,2025-04-10T11:48:36.589772Z,77831,Manual Completion,570,46,Female,White,Canada,Canada,Canada,English,No,Full-Time
67f67dc35658f446eaa9bfa5,66043dadf1618b32183e67cc,APPROVED,Not Applicable,2025-04-09T14:01:39.675000Z,2025-04-09T14:08:44.225000Z,2025-04-10T11:48:58.836000Z,2025-04-09T14:08:45.222571Z,425,NOCODE,273,20,Female,Asian,Australia,Australia,Vietnam,English,Yes,Unemployed (and job seeking)
67f67e917822528b498045c9,67b66ebf0936d917ae2753f5,APPROVED,Not Applicable,2025-04-09T14:09:29.931000Z,2025-04-10T11:48:31.143000Z,2025-04-10T11:48:31.481000Z,2025-04-10T11:48:31.666165Z,77942,Manual Completion,47,38,Male,Black,Canada,Canada,Canada,English,No,Other
67f67f6cb9efbebcbd7d5548,66af819442fc10bb088169f4,APPROVED,Not Applicable,2025-04-09T14:08:44.702000Z,2025-04-09T14:12:48.444000Z,2025-04-10T11:48:59.129000Z,2025-04-09T14:12:49.189813Z,244,NOCODE,447,30,Female,White,Canada,Canada,Canada,English,No,Full-Time
67f6801a25c48b2e5a468f2c,667973c17619c2294d71d1ff,APPROVED,Not Applicable,2025-04-09T14:11:49.866000Z,2025-04-09T14:23:56.824000Z,2025-04-10T11:48:51.656000Z,2025-04-09T14:23:59.036140Z,727,NOCODE,454,45,Male,White,Canada,Canada,Canada,English,No,Full-Time
67f680738e2e277b5f25c32e,654ac80d62e7d6625de6b9fb,APPROVED,Not Applicable,2025-04-09T14:13:07.627000Z,2025-04-09T14:20:11.088000Z,2025-04-10T11:48:59.416000Z,2025-04-09T14:20:12.411292Z,424,NOCODE,243,25,Female,White,Australia,Australia,Australia,English,No,Part-Time
67f68220f97373e6d7960790,67ba079d0b40d4569474bca3,APPROVED,Not Applicable,2025-04-09T14:20:24.142000Z,2025-04-09T14:24:53.213000Z,2025-04-10T11:48:51.968000Z,2025-04-09T14:24:53.875032Z,270,NOCODE,152,28,Male,Asian,Canada,Canada,Canada,English,No,Full-Time
67f6830b49cbced1811e25d4,655a97bf4d75ee9bf7ab0794,APPROVED,Not Applicable,2025-04-09T14:24:11.901000Z,2025-04-09T14:29:27.464000Z,2025-04-10T11:48:52.272000Z,2025-04-09T14:29:28.701784Z,316,NOCODE,522,53,Male,White,Ireland,Ireland,Ireland,English,No,Full-Time
67f683355658f446eaa9c14b,66a0fe06e4fd5321960d672c,APPROVED,Not Applicable,2025-04-09T14:24:53.721000Z,2025-04-09T14:36:58.861000Z,2025-04-10T11:48:52.595000Z,2025-04-09T14:37:21.591085Z,726,NOCODE,478,41,Male,Asian,Canada,Canada,Canada,English,Yes,Full-Time
67f68489799ae9c7c5bcfb17,673b7ef45c9291ade287d5d7,APPROVED,Not Applicable,2025-04-09T14:30:42.609000Z,2025-04-09T14:37:16.627000Z,2025-04-10T11:48:59.702000Z,2025-04-09T14:37:49.416804Z,395,NOCODE,332,29,Female,White,Azerbaijan,Canada,Canada,English,No,Full-Time
67f6860fbc000ad4e9323e3b,57aa0bdb9ff3e900014135d9,APPROVED,Not Applicable,2025-04-09T14:37:07.704000Z,2025-04-09T14:41:02.532000Z,2025-04-10T11:48:52.875000Z,2025-04-09T14:41:03.580226Z,235,NOCODE,1804,36,Male,White,Canada,Canada,Canada,English,No,Full-Time
67f68625d077136a5c38968f,646bd812bf93129feeb5a3dc,APPROVED,Not Applicable,2025-04-09T14:37:25.441000Z,2025-04-09T14:42:33.443000Z,2025-04-10T11:48:53.153000Z,2025-04-09T14:42:34.442101Z,309,NOCODE,1949,55,Male,White,Canada,Canada,Canada,English,No,Full-Time
67f68707ec681fab8eb2b500,5f5327adfc189062fa0e0fb1,APPROVED,Not Applicable,2025-04-09T14:44:14.360000Z,2025-04-09T14:49:27.217000Z,2025-04-10T11:48:59.983000Z,2025-04-09T14:49:27.961322Z,313,NOCODE,127,30,Female,White,Canada,Canada,Canada,English,No,Part-Time
67f6877fb9efbebcbd7d57e0,5e92178e8ee4fe54b65b7c39,APPROVED,Not Applicable,2025-04-09T14:44:04.449000Z,2025-04-09T14:47:44.071000Z,2025-04-10T11:48:53.644000Z,2025-04-09T14:47:45.129711Z,220,NOCODE,2255,30,Male,Mixed,Canada,Spain,United States,English,DATA_EXPIRED,Full-Time
67f688d675dfc34acd7cbc6e,5ecc5a663823de80ecbe966a,APPROVED,Not Applicable,2025-04-09T14:59:00.061000Z,2025-04-10T11:48:31.968000Z,2025-04-10T11:48:32.434000Z,2025-04-10T11:48:32.581217Z,74972,Manual Completion,1709,53,Male,White,Canada,Canada,Canada,English,No,Full-Time
67f68a00baa9a0e1b1392a96,67317986282a2d8cc131538c,APPROVED,Not Applicable,2025-04-09T14:56:55.753000Z,2025-04-09T15:02:07.598000Z,2025-04-10T11:48:53.962000Z,2025-04-09T15:02:08.260432Z,312,NOCODE,246,30,Male,Mixed,United Arab Emirates,Australia,Palestinian Territory,Arabic,No,Full-Time
67f68b34ca4c93f2f5ebc56f,66e0569e76fa6e4be6919693,APPROVED,Not Applicable,2025-04-09T14:59:00.272000Z,2025-04-09T15:03:53.308000Z,2025-04-10T11:48:54.259000Z,2025-04-09T15:03:55.915367Z,294,NOCODE,648,60,Male,White,Canada,Canada,Canada,English,No,Full-Time
67f68c018ff3191a3c376522,5fc3ce366a0a553fcaf30cd9,APPROVED,Not Applicable,2025-04-09T15:02:25.183000Z,2025-04-09T15:10:20.981000Z,2025-04-10T11:48:54.550000Z,2025-04-09T15:10:21.808354Z,476,NOCODE,501,23,Male,Asian,India,Chile,India,English,DATA_EXPIRED,DATA_EXPIRED
67f68c5c686f4f467e3a70a8,66d00669c7432d0b16b011ae,APPROVED,Not Applicable,2025-04-09T15:05:51.370000Z,2025-04-10T11:48:32.881000Z,2025-04-10T11:48:33.205000Z,2025-04-10T11:48:33.356253Z,74562,Manual Completion,176,79,Male,White,Australia,Australia,Australia,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
67f68de5cd2eda092ce19807,5f97222fa31f2709bcd63373,APPROVED,Not Applicable,2025-04-09T15:10:47.012000Z,2025-04-09T15:14:41.569000Z,2025-04-10T11:49:00.393000Z,2025-04-09T15:14:42.602120Z,235,NOCODE,94,24,Female,Other,Iraq,Canada,Iraq,Arabic,No,Full-Time
67f68ed48503e70939de0f01,668b1f12cacd66a9de9d5394,APPROVED,Not Applicable,2025-04-09T15:14:51.529000Z,2025-04-10T11:48:36.871000Z,2025-04-10T11:48:37.257000Z,2025-04-10T11:48:37.423890Z,74026,Manual Completion,494,58,Female,White,Canada,Canada,Canada,English,No,Full-Time
67f68ee7b25a5ff206fd5bcc,672875d3c0609ee7cc7afae6,APPROVED,Not Applicable,2025-04-09T15:15:50.845000Z,2025-04-09T15:21:35.397000Z,2025-04-10T11:48:54.825000Z,2025-04-09T15:21:36.094082Z,345,NOCODE,31,18,Male,Other,Canada,Canada,Canada,English,Yes,Full-Time
67f68f4ba2fa3cbd0469acbb,5cc30b098ad9bf0001a3e445,APPROVED,Not Applicable,2025-04-09T15:16:36.940000Z,2025-04-09T15:22:12.555000Z,2025-04-10T11:49:00.930000Z,2025-04-09T15:22:13.326824Z,336,NOCODE,842,37,Female,White,Canada,Canada,Canada,English,No,Full-Time
67f691017d4832ab9c734873,5c66d6a50d7f5f00014b8ab0,APPROVED,Not Applicable,2025-04-09T15:23:45.111000Z,2025-04-10T11:48:33.651000Z,2025-04-10T11:48:34.044000Z,2025-04-10T11:48:34.191310Z,73489,Manual Completion,1708,39,Male,White,Ireland,Ireland,Ireland,English,No,Full-Time
67f69171d5ccf2c219dd2364,6682a292ff517ff8e80074fd,APPROVED,Not Applicable,2025-04-09T15:25:43.944000Z,2025-04-10T11:48:34.473000Z,2025-04-10T11:48:34.825000Z,2025-04-10T11:48:34.995688Z,73371,Manual Completion,461,37,Male,White,Canada,Canada,Canada,English,No,Full-Time
67f6917aeb634fd40a5d37f5,67f3c76a459171baef98ba93,APPROVED,Not Applicable,2025-04-09T15:26:33.434000Z,2025-04-09T15:37:44.392000Z,2025-04-10T11:49:01.240000Z,2025-04-09T15:37:45.186780Z,671,67f3c76a459171baef98ba93,2,28,Female,Black,Canada,Canada,Canada,English,No,Full-Time
67f691d9f2dd31ff1e18169f,5e5a96f5a2f2c528edf70f6e,APPROVED,Not Applicable,2025-04-09T15:27:21.480000Z,2025-04-09T15:30:59.136000Z,2025-04-10T11:49:01.519000Z,2025-04-09T15:30:59.878681Z,218,NOCODE,369,36,Female,Other,Canada,Canada,Canada,English,Yes,Full-Time
67f692b7d9c219a641a0be47,67be31866f5cf32a9c47a58f,APPROVED,Not Applicable,2025-04-09T15:31:36.470000Z,2025-04-09T15:38:08.192000Z,2025-04-10T11:48:55.111000Z,2025-04-09T15:38:08.952688Z,392,NOCODE,104,31,Male,White,Canada,Canada,Canada,English,No,Full-Time
67f6945481322f0413d313b7,5caa534a19731a00190bb935,APPROVED,Not Applicable,2025-04-09T15:38:06.998000Z,2025-04-09T15:47:17.837000Z,2025-04-10T11:48:55.392000Z,2025-04-09T15:47:30.089214Z,551,NOCODE,4498,58,Male,White,Canada,Canada,Canada,English,No,Full-Time
67f694b1505efaa3a7fbf86d,67c7189e8440f0f0231ea0f3,APPROVED,Not Applicable,2025-04-09T15:39:32.638000Z,2025-04-09T15:44:50.996000Z,2025-04-10T11:48:55.741000Z,2025-04-09T15:44:51.746740Z,319,NOCODE,20,28,Male,Black,Kenya,Canada,Canada,English,Yes,Part-Time
67f695fc7f912b24c81c1123,6605cd2fc352ad987368723a,APPROVED,Not Applicable,2025-04-09T15:45:06.193000Z,2025-04-09T15:49:55.705000Z,2025-04-10T11:48:56.056000Z,2025-04-09T15:49:56.543281Z,290,NOCODE,642,54,Male,White,Canada,Canada,Canada,English,No,Full-Time
67f69686130df0b37a0f3660,6110c73b348fae89ebb223f3,APPROVED,Not Applicable,2025-04-09T15:47:24.581000Z,2025-04-09T15:51:44.194000Z,2025-04-10T11:49:01.829000Z,2025-04-09T15:51:46.302815Z,260,NOCODE,1118,23,Female,White,Canada,Canada,Canada,English,Yes,Unemployed (and job seeking)
67f6972b99daed6c976b2db4,67c6f14f1dac92f66cd6b413,APPROVED,Not Applicable,2025-04-09T15:50:09.089000Z,2025-04-09T15:54:16.861000Z,2025-04-10T11:49:02.125000Z,2025-04-09T15:54:18.343051Z,248,NOCODE,82,28,Female,Black,Saint Lucia,Canada,Saint Lucia,English,No,Full-Time
67f69790693589cd6f10bdd7,67e9c98c9dcdbf729c9fb7a0,APPROVED,Not Applicable,2025-04-09T15:51:54.332000Z,2025-04-10T11:48:37.708000Z,2025-04-10T11:48:38.069000Z,2025-04-10T11:48:38.720478Z,71804,Manual Completion,3,53,Female,White,Ireland,Ireland,Ireland,English,No,Unemployed (and job seeking)
67f6983689395401bb9bb5c1,67be1925d24e02651a03e83c,APPROVED,Not Applicable,2025-04-09T15:54:37.018000Z,2025-04-09T15:58:42.436000Z,2025-04-10T11:49:02.420000Z,2025-04-09T15:58:43.860931Z,246,NOCODE,83,21,Female,White,Canada,Canada,Italy,English,Yes,Unemployed (and job seeking)
67f699330eaba1ce96725d17,5e3b48fcc202a4360445283d,APPROVED,Not Applicable,2025-04-09T15:58:47.867000Z,2025-04-09T16:02:17.698000Z,2025-04-10T11:49:02.701000Z,2025-04-09T16:02:28.524117Z,210,NOCODE,680,37,Female,White,Canada,Canada,Canada,English,No,Full-Time
67f69a0df360753b85d623f4,667439c6372889c378fc8bdb,APPROVED,Not Applicable,2025-04-09T16:10:17.592000Z,2025-04-09T16:14:01.214000Z,2025-04-10T11:49:03.041000Z,2025-04-09T16:14:03.014667Z,224,NOCODE,246,28,Female,Asian,Canada,Canada,Canada,English,Yes,Full-Time
67f69b5a89037a20739ed9b6,67c6eb9f6de81e56fc604e6b,APPROVED,Not Applicable,2025-04-09T16:11:03.083000Z,2025-04-10T11:48:39.032000Z,2025-04-10T11:48:39.351000Z,2025-04-10T11:48:39.495099Z,70656,Manual Completion,50,26,Female,White,Canada,Canada,Canada,English,No,Full-Time
67f69c3e89037a20739ed9f7,6674bf04d593c88a632cb180,APPROVED,Not Applicable,2025-04-09T16:11:48.609000Z,2025-04-09T16:15:58.679000Z,2025-04-10T11:49:03.351000Z,2025-04-09T16:15:59.626020Z,251,NOCODE,202,63,Female,White,United Kingdom,Spain,United Kingdom,English,No,Part-Time
67f69cd47cdd36ca0e443e5b,66e30d3c042395bc021a8081,APPROVED,Not Applicable,2025-04-09T16:14:20.418000Z,2025-04-09T16:19:12.047000Z,2025-04-10T11:49:03.665000Z,2025-04-09T16:19:12.799719Z,292,NOCODE,155,26,Female,White,United Kingdom,Canada,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
67f69d3f0c4f2b15f04eeacc,652e8fc1fea850eece58168b,APPROVED,Not Applicable,2025-04-09T16:15:59.908000Z,2025-04-09T16:20:21.489000Z,2025-04-10T11:49:03.958000Z,2025-04-09T16:20:22.795435Z,262,NOCODE,750,42,Female,White,Canada,Canada,Canada,English,No,Full-Time
67f69e00ba7591b386a753ec,6077827d5fd0204b9079a281,APPROVED,Not Applicable,2025-04-09T16:19:12.301000Z,2025-04-09T16:26:21.464000Z,2025-04-10T11:49:04.264000Z,2025-04-09T16:26:22.215441Z,430,NOCODE,404,25,Female,Other,United States,Chile,Canada,English,Yes,Part-Time
67f69e490e5459dd11a09eae,67b60e955ba983e69c97b9fc,APPROVED,Not Applicable,2025-04-09T16:20:31.514000Z,2025-04-09T16:24:37.842000Z,2025-04-10T11:49:04.567000Z,2025-04-09T16:24:38.585029Z,247,NOCODE,66,34,Female,White,Canada,Canada,Canada,English,DATA_EXPIRED,DATA_EXPIRED
67f69f4cb2288a921b72bf73,5ddf074601fadfe804d466a2,APPROVED,Not Applicable,2025-04-09T16:24:50.880000Z,2025-04-10T11:48:39.763000Z,2025-04-10T11:48:40.117000Z,2025-04-10T11:48:40.266331Z,69829,Manual Completion,854,42,Female,Mixed,Canada,Canada,Canada,English,No,Full-Time
67f69fb408e5b65a6091280c,67cdb331bee8f29618d631dd,APPROVED,Not Applicable,2025-04-09T16:26:38.118000Z,2025-04-09T16:30:28.158000Z,2025-04-10T11:49:04.862000Z,2025-04-09T16:30:28.845324Z,231,NOCODE,21,22,Female,Asian,Philippines,Canada,Canada,English,Yes,Other
67f6a0a622c7bf9f2005a56e,6516d39e9eea4ed892cbb5b7,APPROVED,Not Applicable,2025-04-09T16:30:36.708000Z,2025-04-09T16:36:32.713000Z,2025-04-10T11:49:05.206000Z,2025-04-09T16:36:33.478602Z,357,NOCODE,1032,30,Female,White,United States,Germany,United States,English,Yes,Due to start a new job within the next month
67f6a1226359781aa531b47b,67c70dfba25ea66f16651726,APPROVED,Not Applicable,2025-04-09T16:33:47.188000Z,2025-04-09T16:40:49.805000Z,2025-04-10T11:49:05.539000Z,2025-04-09T16:40:51.118469Z,423,NOCODE,37,37,Female,Mixed,Canada,Canada,Canada,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
67f6a2250517dd11a84a2af8,5f1c9874aace250008639db2,APPROVED,Not Applicable,2025-04-09T16:37:04.721000Z,2025-04-09T16:41:53.348000Z,2025-04-10T11:49:05.825000Z,2025-04-09T16:41:54.499308Z,289,NOCODE,233,30,Female,White,Canada,Canada,Canada,English,No,Unemployed (and job seeking)
67f6a313c911031f9d009f06,663259adf676257069e1a6e1,APPROVED,Not Applicable,2025-04-09T16:40:51.955000Z,2025-04-09T16:45:59.544000Z,2025-04-10T11:49:06.142000Z,2025-04-09T16:46:01.422134Z,308,NOCODE,456,34,Female,Mixed,Canada,Canada,Canada,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
